Description and notes:,,,,,,,,
Session Start Time:,Wed Jun 5 14:05:21 2024,,,,,,,
Duration (seconds):,751,,,,,,,
,[Note: All data except Raw IBI applies to the time offset.  Raw IBI is included for researchers.],,,,,,,
,,,,,,,,
,Low %,Medium %,High %,,,,,
,93,7,0,,,,,
Time Offset,HeartRate,Zone Score,Accum. Score,Coherence,Achievement,Artifact,EP,Raw IBI
0:00:00,70.922,0,0,0,0,,0,729
0:00:00,73.4844,0,0,0,0,,0,708
0:00:00,75.2823,0,0,0.1,0.1,,0.1,658
0:00:01,76.8246,0,0,0.1,0.1,,0.1,665
0:00:01,78.5546,0,0,0.1,0.1,,0.1,892
0:00:01,82.2143,0,0,0.1,0.1,,0.1,842
0:00:02,84.9377,0,0,0.1,0.1,,0.1,863
0:00:02,87.184,0,0,0.1,0.1,,0.1,899
0:00:02,88.9152,0,0,0.1,0.1,,0.1,856
0:00:03,89.7129,0,0,0.1,0.1,,0.1,821
0:00:03,88.2613,0,0,0.1,0.1,,0.1,814
0:00:03,85.8861,0,0,0.1,0.1,,0.1,842
0:00:04,82.5309,0,0,0.4,0.5,,0.44,1168
0:00:04,78.9474,0,0,0.4,0.5,,0.44,778
0:00:05,75.0751,0,0,0.4,0.5,,0.44,1175
0:00:05,72.8863,0,0,0.4,0.5,,0.44,792
0:00:05,71.4626,0,0,0.4,0.5,,0.44,842
0:00:06,70.7047,0,0,0.4,0.5,,0.44,778
0:00:06,70.2576,0,0,0.4,0.5,,0.44,899
0:00:06,70.2741,0,0,0.4,0.5,,0.44,743
0:00:07,70.0607,0,0,0.4,0.5,,0.44,821
0:00:07,69.735,0,0,0.4,0.5,,0.44,920
0:00:07,69.2841,0,0,0.7,1.1,,0.95,835
0:00:08,68.697,0,0,0.7,1.1,,0.95,757
0:00:08,68.0581,0,0,0.7,1.1,,0.95,800
0:00:08,67.8426,0,0,0.7,1.1,,0.95,750
0:00:09,67.8273,0,0,0.7,1.1,,0.95,821
0:00:09,68.4151,0,0,0.7,1.1,,0.95,877
0:00:10,69.4605,0,0,0.7,1.1,,0.95,849
0:00:10,70.7714,0,0,0.7,1.1,,0.95,849
0:00:10,71.8047,0,0,0.7,1.1,,0.95,792
0:00:11,72.2543,0,0,0.7,1.1,,0.95,764
0:00:11,72.3066,0,0,1.2,2.3,,2.34,906
0:00:11,72.0981,0,0,1.2,2.3,,2.34,785
0:00:12,71.7532,0,0,1.2,2.3,,2.34,778
0:00:12,68.6813,0,0,1.2,2.3,,2.34,792
0:00:12,67.904,0,0,1.2,2.3,,2.34,870
0:00:13,68.0118,0,0,1.2,2.3,,2.34,814
0:00:13,68.5558,0,0,1.2,2.3,,2.34,835
0:00:13,66.2983,0,0,1.2,2.3,,2.34,899
0:00:14,67.9964,0,0,1.2,2.3,,2.34,665
0:00:14,68.7758,0,0,1.2,2.3,,2.34,842
0:00:15,68.6656,0,0,1.3,3.6,,2.65,700
0:00:15,67.6285,0,0,1.3,3.6,,2.65,644
0:00:15,69.2042,0,0,1.3,3.6,,2.65,672
0:00:16,70.1426,0,0,1.3,3.6,,2.65,750
0:00:16,70.738,0,0,1.3,3.6,,2.65,658
0:00:16,70.8717,0,0,1.3,3.6,,2.65,764
0:00:17,71.3097,0,0,1.3,3.6,,2.65,729
0:00:17,71.582,0,0,1.3,3.6,,2.65,870
0:00:17,70.688,0,0,1.3,3.6,,2.65,757
0:00:18,70.5384,0,0,1.3,3.6,,2.65,658
0:00:18,70.8048,0,0,1.1,4.7,,2.05,828
0:00:18,71.2758,0,0,1.1,4.7,,2.05,785
0:00:19,72.1848,0,0,1.1,4.7,,2.05,608
0:00:19,72.9217,0,0,1.1,4.7,,2.05,700
0:00:20,72.1848,0,0,1.1,4.7,,2.05,601
0:00:20,70.9723,0,0,1.1,4.7,,2.05,785
0:00:20,69.5733,0,0,1.1,4.7,,2.05,552
0:00:21,68.7916,0,0,1.1,4.7,,2.05,693
0:00:21,69.2841,0,0,1.1,4.7,,2.05,828
0:00:21,70.4391,0,0,1.1,4.7,,2.05,743
0:00:22,72.0634,0,0,1.1,5.9,,2.11,863
0:00:22,73.9827,0,0,1.1,5.9,,2.11,778
0:00:22,75.7767,0,0,1.1,5.9,,2.11,715
0:00:23,76.0842,0,0,1.1,5.9,,2.11,757
0:00:23,75.6239,0,0,1.1,5.9,,2.11,842
0:00:23,74.664,0,0,1.1,5.9,,2.11,856
0:00:24,73.4934,0,0,1.1,5.9,,2.11,835
0:00:24,72.0634,0,0,1.1,5.9,,2.11,792
0:00:25,71.1406,0,0,1.1,5.9,,2.11,700
0:00:25,70.4556,0,0,1.1,5.9,,2.11,764
0:00:25,70.8215,0,0,1.1,7,,2.15,962
0:00:26,71.736,0,0,1.1,7,,2.15,948
0:00:26,72.9395,0,0,1.1,7,,2.15,906
0:00:26,73.046,0,0,1.1,7,,2.15,892
0:00:27,73.1707,0,0,1.1,7,,2.15,814
0:00:27,72.7979,0,0,1.1,7,,2.15,715
0:00:27,72.6744,0,0,1.1,7,,2.15,743
0:00:28,72.4988,0,0,1.1,7,,2.15,644
0:00:28,73.5474,0,0,1.1,7,,2.15,792
0:00:28,74.664,0,0,1.1,7,,2.15,708
0:00:29,75.5668,0,0,1,8,,1.76,601
0:00:29,75.9494,0,0,1,8,,1.76,736
0:00:30,76.0071,0,0,1,8,,1.76,686
0:00:30,75.8917,0,0,1,8,,1.76,693
0:00:30,75.358,0,0,1,8,,1.76,941
0:00:31,74.8877,0,0,1,8,,1.76,750
0:00:31,73.9463,0,0,1,8,,1.76,693
0:00:31,72.7802,0,0,1,8,,1.76,630
0:00:32,72.0288,0,0,1,8,,1.76,658
0:00:32,71.599,0,0,1,8,,1.76,722
0:00:32,71.3267,0,0,0.5,8.5,,0.64,587
0:00:33,70.9388,0,0,0.5,8.5,,0.64,623
0:00:33,72.4988,0,0,0.5,8.5,,0.64,679
0:00:33,74.664,0,0,0.5,8.5,,0.64,757
0:00:34,75.7384,0,0,0.5,8.5,,0.64,814
0:00:34,76.3165,0,0,0.5,8.5,,0.64,722
0:00:35,77.4593,0,0,0.5,8.5,,0.64,580
0:00:35,76.5697,0,0,0.5,8.5,,0.64,700
0:00:35,75.7959,0,0,0.5,8.5,,0.64,573
0:00:36,77.3395,0,0,0.2,8.7,,0.18,665
0:00:36,79.8085,0,0,0.2,8.7,,0.18,651
0:00:36,82.6902,0,0,0.2,8.7,,0.18,658
0:00:37,84.9618,0,0,0.2,8.7,,0.18,637
0:00:37,86.6551,0,0,0.2,8.7,,0.18,693
0:00:37,87.3362,0,0,0.2,8.7,,0.18,630
0:00:38,87.8477,0,0,0.2,8.7,,0.18,785
0:00:38,87.184,0,0,0.2,8.7,,0.18,736
0:00:38,86.6802,0,0,0.2,8.7,,0.18,722
0:00:39,85.1305,0,0,0.2,8.7,,0.18,601
0:00:39,83.1255,0,0,0,8.7,,0.05,615
