Description and notes:,,,,,,,,
Session Start Time:,Thu Jun 6 14:04:20 2024,,,,,,,
Duration (seconds):,834,,,,,,,
,[Note: All data except Raw IBI applies to the time offset.  Raw IBI is included for researchers.],,,,,,,
,,,,,,,,
,Low %,Medium %,High %,,,,,
,66,23,11,,,,,
Time Offset,HeartRate,Zone Score,Accum. Score,Coherence,Achievement,Artifact,EP,Raw IBI
0:00:00,62.5652,0,0,0,0,,0,800
0:00:00,65.7895,0,0,0.3,0.3,,0.37,792
0:00:01,68.1302,0,0,0.3,0.3,,0.37,729
0:00:01,70.943,0,0,0.3,0.3,,0.37,1104
0:00:02,73.4214,0,0,0.3,0.3,,0.37,800
0:00:02,78.7195,0,0,0.3,0.3,,0.37,1083
0:00:03,80.9935,0,0,0.3,0.3,,0.37,743
0:00:03,81.0154,0,0,0.3,0.3,,0.37,1033
0:00:04,78.7608,0,0,0.3,0.3,,0.37,885
0:00:04,76.3553,0,0,0.3,0.3,,0.37,1012
0:00:05,73.9645,1,1,0.7,1,,1.01,807
0:00:05,72.6041,1,1,0.7,1,,1.01,778
0:00:06,72.0981,1,1,0.7,1,,1.01,637
0:00:06,72.5865,1,1,0.7,1,,1.01,637
0:00:07,72.904,1,1,0.7,1,,1.01,771
0:00:07,73.692,1,1,0.7,1,,1.01,743
0:00:08,75.2823,1,1,0.7,1,,1.01,630
0:00:08,73.8007,1,1,0.7,1,,1.01,977
0:00:09,73.0105,1,1,0.7,1,,1.01,1040
0:00:09,71.9252,1,1,0.7,1,,1.01,785
0:00:10,70.2083,0,0,0.2,1.3,,0.28,1012
0:00:10,68.2594,0,0,0.2,1.3,,0.28,715
0:00:11,67.4916,0,0,0.2,1.3,,0.28,984
0:00:11,67.5524,0,0,0.2,1.3,,0.28,750
0:00:12,67.659,0,0,0.2,1.3,,0.28,969
0:00:12,67.7966,0,0,0.2,1.3,,0.28,715
0:00:13,66.6519,0,0,0.2,1.3,,0.28,658
0:00:13,66.4599,0,0,0.2,1.3,,0.28,998
0:00:14,65.331,0,0,0.2,1.3,,0.28,743
0:00:14,64.6134,0,0,0.2,1.3,,0.28,927
0:00:15,63.2378,0,0,0.2,1.5,,0.28,842
0:00:15,62.709,0,0,0.2,1.5,,0.28,1069
0:00:16,63.9522,0,0,0.2,1.5,,0.28,764
0:00:16,64.6552,0,0,0.2,1.5,,0.28,991
0:00:17,65.2032,0,0,0.2,1.5,,0.28,849
0:00:17,66.5927,0,0,0.2,1.5,,0.28,920
0:00:18,68.4932,0,0,0.2,1.5,,0.28,821
0:00:18,69.2042,0,0,0.2,1.5,,0.28,785
0:00:19,70.373,0,0,0.2,1.5,,0.28,807
0:00:19,72.8863,0,0,0.2,1.5,,0.28,651
0:00:20,76.297,0,0,0.4,1.9,,0.44,785
0:00:20,80.429,0,0,0.4,1.9,,0.44,757
0:00:21,85.0581,0,0,0.4,1.9,,0.44,1076
0:00:21,87.3108,0,0,0.4,1.9,,0.44,778
0:00:22,86.4055,0,0,0.4,1.9,,0.44,828
0:00:22,84.3407,0,0,0.4,1.9,,0.44,771
0:00:23,81.367,0,0,0.4,1.9,,0.44,807
0:00:23,78.125,0,0,0.4,1.9,,0.44,1054
0:00:24,76.5892,0,0,0.4,1.9,,0.44,785
0:00:24,75.8342,0,0,0.4,1.9,,0.44,1132
0:00:25,75.7384,0,0,0.3,2.2,,0.41,807
0:00:25,77.4793,0,0,0.3,2.2,,0.41,792
0:00:26,80.2998,0,0,0.3,2.2,,0.41,969
0:00:26,83.7287,0,0,0.3,2.2,,0.41,785
0:00:27,87.6937,0,0,0.3,2.2,,0.41,658
0:00:27,89.2326,0,0,0.3,2.2,,0.41,686
0:00:28,87.9507,0,0,0.3,2.2,,0.41,969
0:00:28,84.6979,0,0,0.3,2.2,,0.41,729
0:00:29,80.7754,0,0,0.3,2.2,,0.41,736
0:00:29,75.4907,0,0,0.3,2.2,,0.41,849
0:00:30,71.4456,0,0,0.2,2.4,,0.26,672
0:00:30,67.598,0,0,0.2,2.4,,0.26,594
0:00:31,64.433,0,0,0.2,2.4,,0.26,594
0:00:31,63.3446,0,0,0.2,2.4,,0.26,594
0:00:32,64.1026,0,0,0.2,2.4,,0.26,594
0:00:32,64.2398,0,0,0.2,2.4,,0.26,637
0:00:33,66.6223,0,0,0.2,2.4,,0.26,679
0:00:33,70.4722,0,0,0.2,2.4,,0.26,686
0:00:34,70.855,0,0,0.2,2.4,,0.26,736
0:00:34,69.4123,0,0,0.2,2.4,,0.26,764
0:00:35,70.8383,0,0,0.1,2.6,,0.14,849
0:00:35,71.2758,0,0,0.1,2.6,,0.14,757
0:00:36,69.3963,0,0,0.1,2.6,,0.14,623
0:00:36,70.6714,0,0,0.1,2.6,,0.14,700
0:00:37,72.3938,0,0,0.1,2.6,,0.14,743
0:00:37,72.4988,0,0,0.1,2.6,,0.14,623
0:00:38,71.7875,0,0,0.1,2.6,,0.14,955
0:00:38,74.184,0,0,0.1,2.6,,0.14,849
0:00:39,74.6826,0,0,0.1,2.6,,0.14,863
0:00:39,75.5477,0,0,0.1,2.6,,0.14,736
0:00:40,74.4971,1,1,0.7,3.3,,1.05,856
0:00:40,74.869,1,1,0.7,3.3,,1.05,672
0:00:41,74.2758,1,1,0.7,3.3,,1.05,785
0:00:41,72.7979,1,1,0.7,3.3,,1.05,778
0:00:42,70.9555,1,1,0.7,3.3,,1.05,630
0:00:42,71.3606,1,1,0.7,3.3,,1.05,743
0:00:43,70.7214,1,1,0.7,3.3,,1.05,757
0:00:43,69.5894,1,1,0.7,3.3,,1.05,700
0:00:44,69.9138,1,1,0.7,3.3,,1.05,750
0:00:44,70.555,1,1,0.7,3.3,,1.05,708
0:00:45,70.6547,1,2,0.7,4,,1.08,559
0:00:45,68.8705,1,2,0.7,4,,1.08,750
0:00:46,66.313,1,2,0.7,4,,1.08,637
0:00:46,65.4879,1,2,0.7,4,,1.08,693
0:00:47,65.1607,1,2,0.7,4,,1.08,736
0:00:47,65.0759,1,2,0.7,4,,1.08,743
0:00:48,65.5881,1,2,0.7,4,,1.08,715
0:00:48,67.3703,1,2,0.7,4,,1.08,665
0:00:49,67.5371,1,2,0.7,4,,1.08,559
0:00:49,67.7048,1,2,0.7,4,,1.08,615
0:00:50,67.8733,1,3,0.7,4.7,,0.99,601
0:00:50,69.1882,1,3,0.7,4.7,,0.99,693
0:00:51,70.1098,1,3,0.7,4.7,,0.99,672
0:00:51,70.7047,1,3,0.7,4.7,,0.99,531
0:00:52,70.9388,1,3,0.7,4.7,,0.99,608
0:00:52,70.9891,1,3,0.7,4.7,,0.99,785
0:00:53,70.8215,1,3,0.7,4.7,,0.99,991
0:00:53,70.5384,1,3,0.7,4.7,,0.99,729
0:00:54,70.4722,1,3,0.7,4.7,,0.99,608
0:00:54,70.5716,1,3,0.7,4.7,,0.99,750
0:00:55,70.0935,1,4,0.6,5.4,,0.9,792
