game,round,start round,hit,duration round,participant,accelarator press,accelarator first signal,start heartrate in video,start heartrate in actual time,"hit, correct","hit, incorrect","other hit, correct","other hit, incorrect",confidence score,experience score,games played prior on current day,favorite fruit,accelarator device,start video
6,31,00:19:42:20,00:20:01:27,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,32,00:21:35:08,00:21:39:25,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,3,5,0,prume,band,11:55:22
6,33,00:21:46:19,00:21:55:03,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,,5,0,prume,band,11:55:22
6,34,00:22:08:02,00:22:26:21,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,35,00:22:34:00,00:22:45:29,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,1,,,2,5,0,prume,band,11:55:22
6,36,00:23:04:12,00:23:10:05,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,,1,,5,0,prume,band,11:55:22
6,37,00:23:42:15,00:23:53:27,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,38,00:24:02:03,00:24:03:19,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,,5,0,prume,band,11:55:22
6,39,00:24:09:22,00:24:22:02,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,40,00:24:27:23,00:24:34:06,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,1,,,2,5,0,prume,band,11:55:22
6,41,00:24:41:24,00:24:43:16,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,,1,3,5,0,prume,band,11:55:22
6,42,00:24:57:07,00:25:02:29,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,43,00:25:10:12,00:25:24:10,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,44,00:25:32:25,00:25:42:28,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,45,00:25:51:18,00:25:57:10,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,3,5,0,prume,band,11:55:22
6,46,00:26:04:08,00:26:11:22,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,47,00:26:16:10,00:26:28:00,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,48,00:26:39:17,00:26:41:11,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,49,00:26:47:20,00:26:51:09,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,,1,3,5,0,prume,band,11:55:22
6,50,00:27:01:14,00:27:03:27,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,,5,0,prume,band,11:55:22
6,51,00:27:43:23,00:27:56:15,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,52,00:28:05:06,00:28:12:13,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,1,,,2,5,0,prume,band,11:55:22
6,53,00:28:21:14,00:28:30:07,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,1,,,2,5,0,prume,band,11:55:22
6,54,00:28:43:10,00:28:45:04,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,55,00:28:51:00,00:28:52:28,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,56,00:29:01:03,00:29:32:03,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,57,00:29:37:14,00:29:59:27,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,58,00:30:10:10,00:30:25:10,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,,5,0,prume,band,11:55:22
6,59,00:30:38:25,00:30:47:00,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,60,00:30:54:14,00:31:00:19,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,61,00:31:16:27,00:31:26:29,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,62,00:31:33:12,00:31:34:14,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,2,5,0,prume,band,11:55:22
6,63,00:31:38:02,00:31:46:16,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,64,00:31:55:10,00:32:04:14,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,1,,,2,5,0,prume,band,11:55:22
6,65,00:32:33:09,00:32:38:14,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,,5,0,prume,band,11:55:22
6,66,00:32:47:12,00:32:53:09,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,1,,,2,5,0,prume,band,11:55:22
6,67,00:32:58:16,00:33:05:19,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,1,,,2,5,0,prume,band,11:55:22
6,68,00:33:12:27,00:33:18:18,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,69,00:33:23:28,00:33:27:22,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,2,5,0,prume,band,11:55:22
6,70,00:33:36:10,00:33:39:02,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,2,5,0,prume,band,11:55:22
6,71,00:33:48:09,00:33:51:11,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,72,00:34:01:00,00:34:05:22,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,,1,3,5,0,prume,band,11:55:22
6,73,00:34:13:21,00:34:14:20,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,,5,0,prume,band,11:55:22
6,74,00:34:22:10,00:34:48:04,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,75,00:34:52:22,00:34:57:21,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,,5,0,prume,band,11:55:22
6,76,00:35:10:29,00:35:19:25,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,77,00:35:29:26,00:35:31:09,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,1,5,0,prume,band,11:55:22
6,78,00:35:35:29,00:35:40:04,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,1,,,1,5,0,prume,band,11:55:22
6,79,00:35:47:09,00:35:49:04,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,,5,0,prume,band,11:55:22
6,80,00:35:55:27,00:35:59:18,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,81,00:36:10:20,00:36:17:16,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,2,5,0,prume,band,11:55:22
6,82,00:36:25:06,00:36:32:23,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,83,00:36:36:29,00:36:37:21,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,84,00:36:46:12,00:37:09:03,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,85,00:37:15:20,00:37:18:23,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,86,00:37:30:07,00:37:34:21,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,87,00:37:39:08,00:37:43:22,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,88,00:37:48:28,00:37:50:12,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,89,00:38:09:18,00:38:11:28,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,1,5,0,prume,band,11:55:22
6,90,00:38:23:15,00:38:25:18,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,,1,2,5,0,prume,band,11:55:22
6,91,00:38:34:20,00:38:35:28,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,92,00:38:43:20,00:38:48:24,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,93,00:38:57:12,00:39:09:11,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,,1,2,5,0,prume,band,11:55:22
6,94,00:39:22:13,00:39:29:28,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,95,00:39:44:00,00:39:44:21,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,,,2,5,0,prume,band,11:55:22
6,96,00:39:48:14,00:39:54:29,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,97,00:40:07:23,00:40:14:28,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,98,00:40:23:14,00:40:27:01,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,1,,,2,5,0,prume,band,11:55:22
6,99,00:40:35:20,00:40:36:24,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,1,5,0,prume,band,11:55:22
6,100,00:40:41:27,00:40:44:19,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,1,5,0,prume,band,11:55:22
6,101,00:40:48:07,00:40:56:10,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,,1,2,5,0,prume,band,11:55:22
6,102,00:41:05:03,00:41:07:11,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,103,00:41:23:10,00:41:35:06,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,1,,,1,5,0,prume,band,11:55:22
6,104,00:41:42:21,00:41:44:28,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,,1,2,5,0,prume,band,11:55:22
6,105,00:41:59:29,00:42:01:29,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,,1,3,5,0,prume,band,11:55:22
6,106,00:42:11:15,00:42:15:21,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,107,00:42:22:06,00:42:23:00,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,108,00:42:27:19,00:42:33:27,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,1,,,1,5,0,prume,band,11:55:22
6,109,00:42:41:08,00:42:42:08,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,110,00:42:49:22,00:42:50:17,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,3,5,0,prume,band,11:55:22
6,111,00:42:58:16,00:43:02:02,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,112,00:43:11:17,00:43:16:10,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,1,,,1,5,0,prume,band,11:55:22
6,113,00:43:23:14,00:43:31:29,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,114,00:43:38:15,00:43:42:07,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,,1,2,5,0,prume,band,11:55:22
6,115,00:43:50:13,00:43:52:00,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,1,,,1,5,0,prume,band,11:55:22
6,116,00:44:10:23,00:44:13:09,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,2,5,0,prume,band,11:55:22
6,117,00:44:22:28,00:44:30:25,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,118,00:44:40:25,00:44:43:21,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,119,00:44:50:25,00:44:53:27,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,,1,3,5,0,prume,band,11:55:22
6,120,00:45:01:21,00:45:07:01,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,1,,2,5,0,prume,band,11:55:22
6,121,00:45:12:03,00:45:16:19,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,122,00:45:23:03,00:45:29:19,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,,1,3,5,0,prume,band,11:55:22
6,123,00:45:46:03,00:45:56:19,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,,,1,3,5,0,prume,band,11:55:22
6,124,00:46:02:20,00:46:09:11,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,125,00:46:15:24,00:46:24:22,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,1,,,,3,5,0,prume,band,11:55:22
6,126,00:46:31:03,00:46:36:01,,Luna,00:00:10:29,00:00:11:12,00:00:45:10,11:57:43,,1,,,2,5,0,prume,band,11:55:22
